,Suburb,apartment_price,Num_sales_units,unit_1bed_Rent_today,unit_1bed_unit_avg,unit_1bed_2025_avg,unit_1bed_2026_avg,unit_1bed_2027_avg,unit_1bed_2028_avg,unit_1bed_2029_avg,unit_1bed_2030_avg,unit_1bed_avg_future_rent,unit_1bed_Price_change (%),unit_2bed_Rent_today,unit_2bed_unit_avg,unit_2bed_2025_avg,unit_2bed_2026_avg,unit_2bed_2027_avg,unit_2bed_2028_avg,unit_2bed_2029_avg,unit_2bed_2030_avg,unit_2bed_avg_future_rent,unit_2bed_Price_change (%),unit_3bed_Rent_today,unit_3bed_unit_avg,unit_3bed_2025_avg,unit_3bed_2026_avg,unit_3bed_2027_avg,unit_3bed_2028_avg,unit_3bed_2029_avg,unit_3bed_2030_avg,unit_3bed_avg_future_rent,unit_3bed_Price_change (%),apartment_ALL_avg_price_change(%),apartment_ALL_future_rent,apartment_Annual ROI (%),apartment_5yr ROI (%)
362,SOUTH YARRA,575000,191,500.1036390151452,500.1036390151452,504.9355057365651,508.4288588913088,517.0111442778248,530.7213192824354,545.3812724991081,553.7026993152625,522.8977770025214,4.3591958103249455,707.3379361523314,707.3379361523314,717.4625856560274,733.6729336871272,752.5916052270745,770.7107739188909,788.6866182333893,799.90670608858,752.9098798519173,6.052775361182533,1068.247789572707,1068.247789572707,1108.6215720789528,1108.6716240049154,1154.5526739986194,1182.333774625099,1214.6290874470524,1232.219718742234,1152.7537486385115,7.330790219993852,5.91425379716711,809.5204684976501,0.14078616843437392,0.7039308421718695
129,DOCKLANDS,635000,117,592.1143208201815,592.1143208201815,603.8229518325843,615.135209780551,620.3429313847337,621.6858458663128,622.0321430461364,622.1044071410896,613.8911156959413,3.547338333944176,762.706321137941,762.706321137941,780.3177571390416,802.6021802021567,814.6764385155374,827.5645850160677,847.4946538095513,860.362408255314,813.6749062965157,6.26399865156969,1190.106469392229,1190.106469392229,1194.8678427779398,1194.7436700702306,1195.6297211818612,1221.301754062093,1254.0694512792704,1273.1046700619668,1217.6890826893703,2.265160597171712,4.025499194228526,881.751701560609,0.13885853567883608,0.6942926783941804
248,MALVERN EAST,486000,61,475.0501190589297,475.0501190589297,482.27450956271764,492.35179204056936,505.7881686777051,519.2245453148407,532.6609219519764,541.0586573501863,506.9155305652751,6.286138337646008,602.3864647770854,602.3864647770854,613.0936632365338,624.5440629205034,638.4590849949186,652.0983747276011,668.7540899421729,678.5697152896851,639.7007794126429,5.833088818465805,792.385896183801,792.385896183801,800.234313769811,815.69709415423,836.6661305450593,857.6351669358887,878.6042033267181,891.7098510709865,838.9903794266422,5.554829278816073,5.891352144975962,661.8688964681868,0.1361870157341948,0.680935078670974
371,ST KILDA,535000,159,458.0060452549102,458.0060452549102,455.7217772943885,448.3120819980214,446.0893787011283,460.8017358550323,478.9869183927567,487.3435171932421,462.1802078127827,0.9031461077977143,620.5549080798374,620.5549080798374,630.8421541689854,647.4913428773198,665.89623389737,682.4313448466559,698.3202460928742,708.1289296680895,664.8093085187331,6.656705896236511,949.2119689629212,949.2119689629212,951.7450754307148,969.6369048230192,996.8998998924918,1022.7732857252727,1049.0201858341231,1066.70540722663,1000.8561039850247,5.159996009064274,4.2399493376995,709.2818734388469,0.13257605111006485,0.6628802555503243
120,DANDENONG,400000,118,365.4933820890138,365.4933820890138,370.6219062269306,378.5558504244066,389.13444268770786,399.71303495100915,410.29162721431044,416.90324737887374,390.1019272817503,6.308234712965942,450.5524036124409,450.5524036124409,465.0889741896739,490.46474039932434,518.9550464568947,542.951911091175,563.9759440678391,576.1272777724994,515.4451853699782,12.589657173916228,603.4886388501214,603.4886388501214,612.1659294914368,635.4142447077388,660.5798651373027,681.8701055096449,701.3494613442156,712.9338748468879,658.2574456981927,8.320271529930011,9.072721138937395,521.2681861166403,0.13031704652916007,0.6515852326458004
418,WEST FOOTSCRAY,387800,34,350.9737977983177,350.9737977983177,348.76754409991844,350.12787682920407,360.7989080462141,371.15552006088103,380.458220822206,386.4439105558338,364.1036826017965,3.6060840444281714,479.1220169625961,479.1220169625961,482.40237099529907,490.28097872612693,503.80078689794925,517.7875368684697,531.8080275381559,540.5723027041284,506.5391458132464,5.412637715616677,602.4747214223594,602.4747214223594,607.5620773313742,618.570753769389,633.4127891556577,648.2631178936967,663.1135491348925,672.3950694468481,635.1131540220312,5.138994900826694,4.719238886957181,501.91866081235804,0.12942719463959723,0.6471359731979862
161,FOOTSCRAY,460000,101,439.2893303400182,439.2893303400182,440.46390212613426,442.20097285849397,445.78997025296144,452.45518368544685,461.3389773864739,467.7270277637373,449.89505205903794,2.357376830547585,571.5134684027685,571.5134684027685,558.2822491907611,539.2205056875495,557.1469015344694,595.3160362067601,610.6452645304836,612.937844815225,577.8660386240024,1.0993153770310626,702.2792455891946,702.2792455891946,706.2160743783395,715.8232984618928,735.2951406609951,754.7669828600976,774.2388250591999,786.408726433639,739.2897562061943,5.006225273149481,2.820972493576043,589.0169489630781,0.12804716281806044,0.6402358140903022
384,SWAN HILL,299000,8,222.412654364818,222.412654364818,227.67908092465478,238.86227253387102,254.30729981611984,270.30128446929086,286.84422649338427,297.4408890260625,256.8353868040287,13.402643953216634,355.3785034353335,355.3785034353335,363.44625858833365,379.5817688943339,401.09578263566755,422.6097963770012,444.12381011833486,457.5700687066684,403.4008555365247,11.904375373056975,449.0731512187873,449.0731512187873,451.564054222976,456.9176372996461,468.6092230243479,480.30080874904957,491.99239447375135,,466.40954483142633,3.716989458031974,9.67466959476853,375.54859572399323,0.12560153703143587,0.6280076851571793
360,SOUTH MELBOURNE,592500,70,531.4559258420654,531.4559258420654,531.4508351760503,537.4157124695316,556.5301343134424,574.9359523299344,588.1102549518445,595.3184798292457,559.3167564160165,4.981225799934432,675.4478155237236,675.4478155237236,666.3895369818425,650.5066250597163,645.4152002044066,657.7857635172811,676.1278319147098,686.9828915037782,665.5222378150654,-1.491396852679827,966.8779711746776,966.8779711746776,971.1676165940104,971.3758998714759,971.4192629923904,971.422843414801,971.4231390444597,971.4231612071068,970.7299848998462,0.39681618834160465,1.2955483785320698,731.856326376976,0.12352005508472169,0.6176002754236085
363,SOUTHBANK,595000,237,545.1959116692314,545.1959116692314,535.7917834809055,519.3872304934473,513.7078701792288,521.4767598783644,527.0193888876595,526.9066824371785,527.0693752894307,-3.4391177385039287,720.271822810337,720.271822810337,714.0688285199328,692.4994998420427,669.2845029695673,662.9911385804606,666.6353110591741,669.6999021118826,685.0644294133425,-5.139282071197952,983.5602005734618,983.5602005734618,966.0252122516551,963.6902312121505,963.2867500409375,963.1351401401522,963.0699528647258,963.0489888759016,966.5452108512834,-1.76039253323623,-3.446264114312704,726.2263385180189,0.12205484680975108,0.6102742340487554
62,BRUNSWICK,560000,115,465.20359245656266,465.20359245656266,469.57988069573537,479.72507227530303,493.126373067732,506.49463433945994,519.8562735537831,528.206396233809,494.59888894605496,5.943259709323446,597.1260869397593,597.1260869397593,607.5826934529294,625.7156069392519,646.7707371625927,665.9853641488036,684.3859535991919,695.6941362096842,646.1800826360304,7.59138156907592,822.4461366766478,822.4461366766478,836.8330833595576,856.8521689382553,872.5191411493979,901.8869825762422,917.7496974903353,944.337655353968,878.9464093634863,6.428181750893631,6.654274343097666,673.2417936485239,0.12022174886580785,0.6011087443290393
265,MILDURA,357500,42,275.1108269121128,275.1108269121128,277.4720512149089,282.6821394948229,290.6564642244711,298.3706971032227,306.07027715002147,310.88145915630923,291.6062736079813,5.656753022414045,350.4991459409184,350.4991459409184,365.5854936837869,396.457860077578,438.95372176083094,483.04883123392153,528.7431884968498,558.0518091876664,445.9057214830788,21.396131725970886,456.84473680474525,456.84473680474525,467.91791948170464,490.7002261802213,524.8688410982107,560.2457153193002,596.8308488434897,620.2629288444363,531.0958880817296,13.980743015196905,13.677875921193944,422.86929439092984,0.11828511731214822,0.5914255865607411
13,ARMADALE,630000,38,454.4741390159516,454.4741390159516,458.9735593511916,467.9724000216716,479.97085424897824,491.9693084762848,503.9677627035915,511.4667965956581,481.25640291618964,5.565071703555525,639.733557793293,639.733557793293,649.1166367852256,665.6368966636774,684.8103897812533,702.9248456228254,720.7791512343267,731.9019490427578,684.9862038461943,6.606358755666589,904.2477416856696,904.2477416856696,937.8143348724875,974.2210440583806,976.558967862259,1020.7712199371731,1028.6590567810117,1064.889046296454,986.7373444990623,8.359833878109708,6.843754779110607,717.6599837538155,0.11391428313552628,0.5695714156776314
427,WHITTLESEA,410000,3,310.0,310.0,310.0,,,,,,310.0,0.0,454.59247852687287,454.59247852687287,460.73800542486117,470.13365154881274,482.6611797140814,495.1887078793501,507.7162360446187,515.5459411479118,483.79660004092983,6.036446207266908,597.7426491823903,597.7426491823903,605.920627133961,,,,,,601.8316381581757,0.6794240642281872,2.2386234238316987,465.20941273303515,0.11346571042269149,0.5673285521134575
297,NORTH BENDIGO,337500,7,262.70668609034993,262.70668609034993,265.27154684128647,268.5670890635063,275.2865057911026,282.2082912616861,289.2387301972707,,273.8798082075337,4.07957132375282,377.0381051613171,377.0381051613171,383.19661573871093,390.5651218823192,401.1207305618898,411.7268345613402,422.2088956484031,428.740969214475,402.0853246812079,6.229329443880951,441.9148936170213,441.9148936170213,446.38297872340434,455.31914893617034,467.23404255319167,479.148936170213,488.085106382979,,463.01418439716326,4.556942636133904,4.9552811345892245,379.659772428635,0.11249178442329925,0.5624589221164963
37,BENALLA,340000,9,267.6250213510214,267.6250213510214,268.836038127808,262.4785058312167,271.7198034617627,278.6645477424107,285.79772513054803,290.2575317718348,275.0541676309432,2.7009757183137526,362.5015032104793,362.5015032104793,370.95257456538275,385.9356621357907,404.58613885528547,423.43989525881204,442.23981840922954,453.98920024108,406.23497038229425,10.765559432428681,465.7441600256794,465.7441600256794,,,,,,,465.7441600256794,0.0,4.488845050247478,382.34443267963894,0.11245424490577616,0.5622712245288808
398,TRARALGON,360000,19,288.787902633254,288.787902633254,294.4697565831351,305.8334644828974,320.98507501591365,336.13668554892996,351.28829608194627,360.7580526650815,322.60846185873686,10.483469351864711,366.6908771484405,366.6908771484405,373.7246331154447,390.77643738458545,411.1440852436166,431.9428077486691,452.6431834422212,465.5970647766389,413.2170126942309,11.259491772236988,449.8579117931548,449.8579117931548,452.2833535905545,461.4598747472272,473.9910608138814,485.94770632312174,498.05594861622177,505.5910913011074,475.312421026467,5.35532170153298,9.032760941878225,403.7126318598116,0.11214239773883657,0.5607119886941828
432,WODONGA,360000,22,271.85,271.85,274.62500000000006,280.1750000000001,287.5750000000002,294.9750000000003,302.37500000000045,307.00000000000045,288.3678571428574,5.728050728855834,365.4025656891917,365.4025656891917,373.5064142229793,389.71411129055434,411.32437404732116,432.9346368040881,454.54489956085484,468.0513137838341,413.6397593426891,11.66164338992718,450.5364812911354,450.5364812911354,453.48914857110344,470.2218171663442,488.71160735220997,505.3692883356348,521.2645430366387,530.7610459515884,488.6219902435222,7.794472969463683,8.3947223627489,396.8765355763562,0.11024348210454339,0.551217410522717
321,PORT MELBOURNE,740000,89,546.3008324733247,546.3008324733247,553.966532630223,565.7541758944849,578.3479885959546,589.5837897353658,600.4188433776006,607.1252041342087,577.3567666915945,5.378985059139165,698.931063354284,698.931063354284,700.9125940145923,707.6784244378555,717.9917658086351,728.5329964292021,739.0941048498439,745.6958349833682,719.8338262682546,2.903831711040062,1105.922332484403,1105.922332484403,1113.015861647671,1128.0091204010678,1147.9655562996227,1167.9144996854284,1187.862568250297,1200.3300413029303,1150.1457114387742,3.8450240273512946,4.042613599176841,815.7787681328746,0.11024037407201008,0.5512018703600504
300,NORTHCOTE,600000,53,427.7895777789577,427.7895777789577,437.68485712750794,451.23243870077124,465.82328744168484,479.34936297883485,492.1228788338394,500.0439986563356,464.8637716454188,7.975281389477676,608.4338692645637,608.4338692645637,616.6062185149556,631.1815289685646,649.7172437101046,668.0714528857728,686.4064416869728,697.8646016914361,651.1830509603386,6.564848644744388,804.977769812804,804.977769812804,812.8626072623836,828.6322821615427,849.6585153604215,870.6847485593003,891.7109817581791,904.8523775074784,851.9113260603011,5.509206746263518,6.68311226016186,655.9860495553529,0.10933100825922548,0.5466550412961274
50,BOX HILL,520000,93,490.60512106205664,490.60512106205664,492.23996837615886,476.42141369636096,433.60092275346756,428.0655342783564,452.1084384713779,491.4368587554268,466.3540367704578,-5.200144606775507,595.13358942655,595.13358942655,582.6335745634772,528.8179055987425,479.53603332268136,508.7354985922349,598.371920403613,653.380090375556,563.8012303261221,-5.5573413847118,719.3180824405238,719.3180824405238,711.9184106526213,681.8429912763787,640.6822086776137,621.3384534006279,638.1643466838582,663.5462293787307,668.1158175014792,-7.663680996286422,-6.140388995924577,566.0903615326864,0.10886353106397816,0.5443176553198907
312,PAKENHAM,490000,47,472.8185495374016,472.8185495374016,,,,,,,472.8185495374016,0.0,447.7205299597503,447.7205299597503,461.455236515062,489.2239277570839,526.231662320195,563.2382458340942,600.2448066775821,623.3739069282308,530.2126165702855,15.55830322260918,498.482801180507,498.482801180507,515.3933417666193,547.1212624990354,589.4251711838025,631.7290963508278,674.033037162993,701.2794764665528,593.9234552300483,16.069520947370837,10.542608056660006,532.3182071125784,0.10863636879848539,0.543181843992427
157,FITZROY,770000,33,529.9519405912934,529.9519405912934,534.9974830269343,546.3180532902701,561.6414432182595,576.9755713769207,592.3098157676791,601.8937192933228,563.4411466520971,5.943691947205633,734.6076448038092,734.6076448038092,739.8583090636862,754.8571733468182,772.7980150477207,790.6842973061293,808.5354481997952,819.6906679363493,774.4330793863298,5.142527565335768,1062.3706205076778,1062.3706205076778,1097.2457617776809,1096.1313314922377,1124.0952008322743,1153.3301700894806,1182.5651393466867,1200.8369951324405,1130.9393170254968,6.062986358822749,5.716401957121383,822.9378476879747,0.10687504515428242,0.534375225771412
189,HAWTHORN,600000,121,434.6762475938158,434.6762475938158,441.19085601020913,450.10206764081016,461.6407462503477,473.1794248598853,484.71810346942283,491.9297776003838,462.4910319178392,6.0141240379693865,576.0081921253827,576.0081921253827,564.6282964086075,532.7870837797348,508.34484687345474,528.5473608284808,576.6685071445734,604.8842732142953,555.981222910647,-3.6020945293604396,836.090045955454,836.090045955454,872.8554959130456,875.7433177863826,897.826521963258,919.9097261401333,941.9929303170086,955.7949329275558,900.030424428977,7.10424633857126,3.172091949060069,639.5008930858211,0.10658348218097018,0.5329174109048509
202,HORSHAM,343500,10,286.84816437556367,286.84816437556367,323.645817888327,346.03587858781543,346.93181445003415,360.84103401064147,370.12395698760326,377.1415747293168,344.5097487184717,16.737286697227322,302.37668484189294,302.37668484189294,304.3862933488076,312.4937070948295,319.98744648513923,327.94006547941774,335.79751781466626,340.7219686989207,320.52909768052484,5.663265198070919,403.61830981121,403.61830981121,409.4296765119833,419.26307589108075,429.8381275448351,441.5548719794295,452.8230810740334,,426.0878571354287,5.2734540419153335,9.224668645737859,363.7089011781418,0.10588323178402964,0.5294161589201483
142,ECHUCA,400000,10,275.86325920698965,275.86325920698965,275.5928643525169,283.50077243541693,290.7140822420884,298.1700785277442,305.5501001771479,310.1728037150871,291.3662800938559,5.320801323293949,406.1126591350748,406.1126591350748,415.3968527294139,434.36845703913593,460.4319620636109,487.4171062219006,515.3238895140049,533.1976474155456,464.6069391598124,12.590057335458157,481.8679356361762,481.8679356361762,482.3427790315876,492.514158076043,504.82843878412103,517.1427194921991,529.4570002002772,537.1534256428259,506.4723509804614,4.857997736037201,7.5896187982631025,420.81519007804326,0.10520379751951081,0.526018987597554
146,ELWOOD,620000,83,438.3113472967664,438.3113472967664,430.7138402334125,411.8633150502947,409.55116668015097,437.2860531854218,460.9316972461513,464.22578476344734,436.12617206509213,-0.5010419854711573,600.4803514522797,600.4803514522797,593.8459525766477,571.6453007486363,568.0158084930345,609.9795012938453,648.1158801356188,652.0903924480174,606.3104553068686,0.9615707272667924,895.5137795479687,895.5137795479687,888.5376509807477,889.5830538360307,893.9056489135592,905.4174075239263,921.6638991019828,934.8289982417908,904.2072054494295,0.9614417855849451,0.4739901757935267,648.8812776071301,0.10465827058179517,0.5232913529089758
247,MALVERN,650000,29,452.32000625729074,452.32000625729074,456.68043714831424,465.7435742558854,477.86773319990186,489.99280395732643,502.11787747868175,509.6960484347557,479.20264010459374,5.609867642097178,604.7462207555201,604.7462207555201,608.4783680013823,608.136256146886,612.7617274543456,632.0013197288721,654.1604504401178,667.1331211548475,626.7739233831388,3.514457415318072,906.9177287233488,906.9177287233488,899.6419206571468,898.7581954080736,922.7459593863331,946.7337233645924,970.721487342852,985.713839829264,933.0332649588015,2.7989930494713797,3.97443936896221,679.6699428155114,0.10456460658700174,0.5228230329350088
257,MELTON,378000,17,365.7966588745852,365.7966588745852,368.37741802214623,382.1287783654475,384.7711613490273,393.16544242407844,400.32254927123984,404.2358071345339,385.54254506300833,5.1215842301388825,352.2,352.2,355.5,362.09999999999997,370.89999999999986,379.6999999999999,388.4999999999998,393.9999999999998,371.8428571428571,5.282569441776472,402.55,402.55,406.375,414.0250000000001,424.22500000000014,434.4250000000001,444.6250000000002,451.0000000000002,425.3178571428572,5.353139248797124,5.252430973570826,394.2344197829075,0.10429482004838822,0.5214741002419411
106,CORIO,377500,2,302.2,302.2,305.5,312.09999999999997,320.8999999999999,329.6999999999999,338.49999999999983,343.9999999999998,321.84285714285704,6.103244706822292,373.76399552590937,373.76399552590937,377.1898386809732,384.6073923050052,394.4689134408064,404.329764938058,414.19061429951773,420.3536451461805,395.55773776235003,5.509623540605412,430.7985445055263,430.7985445055263,436.01079275020754,446.7643162735101,458.530495078591,470.29667388367193,482.06285268875286,489.4167144419284,459.12576994602694,6.169818227330317,5.927562158252674,392.1754549504114,0.10388753773520833,0.5194376886760417
355,SHEPPARTON,460000,16,286.1077641369663,286.1077641369663,296.72182560983435,316.9910060172463,344.2031819196644,371.33304938222966,398.4907342425289,415.4313307789104,347.03984172676854,17.557660609404984,377.1761663265851,377.1761663265851,394.00131549201603,424.44774887173867,469.1192129725146,511.99915750423133,555.7376196544934,582.7450482010001,473.60375271751127,20.360393226960348,493.6662826895917,493.6662826895917,505.5567370685361,535.6196319572053,578.0350451234274,619.6612284558985,661.495683924814,687.6042340216565,583.0912633201613,15.336360919108555,17.75147158515796,467.91161925481373,0.10171991722930733,0.5085995861465367
394,THORNBURY,572000,43,399.3454875985302,399.3454875985302,408.04270572126666,420.6001333583749,434.5939954701745,447.3166083193973,459.63122457284464,467.2559422947015,433.8265853336128,7.948129252744299,501.158518934832,501.158518934832,505.78382634841716,516.094621462429,529.8423482811116,543.5900750997943,557.3378019184769,565.9301311801536,531.3910461750307,5.689318150505813,726.4699496767591,726.4699496767591,724.1267390399282,739.5312741520065,759.4865792967994,779.3795190939139,799.272425196418,811.7054914991089,762.8531397078477,4.769357054101183,6.1356014857837655,576.0235904054971,0.10070342489606593,0.5035171244803296
89,CHELTENHAM,608500,52,463.5640324288547,463.5640324288547,471.3608976483457,488.1189389096371,509.0170248277218,525.6939299745254,541.2745313213262,550.5771479756872,507.08664329801405,8.582874631856782,557.7871353282441,557.7871353282441,571.4922511941754,594.0555685984882,618.3703136048553,638.9271962682659,657.6527018037871,668.8879724229618,615.310448460111,9.348665096753361,675.3319960540305,675.3319960540305,677.3529153157599,691.7714343342521,710.0040016260834,728.0127917695497,746.021581913016,757.2770757526824,712.2531138236249,5.183707456382867,7.70508239499767,611.55006852725,0.10050124380069844,0.5025062190034922
413,WARRNAMBOOL,454000,33,325.48,325.48,329.20000000000005,336.6400000000001,346.5600000000002,356.48000000000025,366.4000000000003,372.6000000000004,347.62285714285736,6.369793207745721,408.29275041554337,408.29275041554337,416.97218718882044,434.33106073537454,457.4762254641133,480.62139019285206,503.7665549215909,518.2322828770527,459.9560645421925,11.232228055971198,493.4204569869277,493.4204569869277,499.918404184635,513.3880268689954,527.2248385493053,541.0616502296152,554.8984619099251,563.5464692101187,527.6369011342175,6.484846695471361,8.028955986396094,445.07194093975585,0.0980334671673471,0.49016733583673544
